n_ann,minority,delta,rep,method,stat,pvalue,detected
80,0.5,0.0,13,GMM clustering (Checco/Mignemi),-0.012114510972766387,1.0,0
80,0.5,0.0,14,apunim,0.033369935823751584,0.0005666421032951317,1
80,0.5,0.0,14,Krippendorff delta-alpha,-0.001720011840536051,0.945273631840796,0
80,0.5,0.0,14,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,14,chi-squared (Akhtar et al. 2019),2.7809512983856712,0.5951253123309527,0
80,0.5,0.0,14,GMM clustering (Checco/Mignemi),-0.007143711381303568,1.0,0
80,0.5,0.0,15,apunim,-0.005157466251409642,1.0,0
80,0.5,0.0,15,Krippendorff delta-alpha,0.0020583919977203435,0.04975124378109453,1
80,0.5,0.0,15,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,15,chi-squared (Akhtar et al. 2019),1.7505550414420827,0.7815150580250212,0
80,0.5,0.0,15,GMM clustering (Checco/Mignemi),-0.005310937812437512,0.6119402985074627,0
80,0.5,0.0,16,apunim,-0.022327424289916447,0.06743213424115671,0
80,0.5,0.0,16,Krippendorff delta-alpha,0.002127479784070019,0.06467661691542288,0
80,0.5,0.0,16,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,16,chi-squared (Akhtar et al. 2019),1.693281385704435,0.7919377045736995,0
80,0.5,0.0,16,GMM clustering (Checco/Mignemi),-0.0025637738751442124,0.5373134328358209,0
80,0.5,0.0,17,apunim,0.03314153847413816,0.0004720071774747804,1
80,0.5,0.0,17,Krippendorff delta-alpha,-0.0013641237817420548,0.8507462686567164,0
80,0.5,0.0,17,aposteriori unimodality (2024),0.0058823529411764705,0.38613861386138615,0
80,0.5,0.0,17,chi-squared (Akhtar et al. 2019),10.945626048978218,0.027181947230469284,1
80,0.5,0.0,17,GMM clustering (Checco/Mignemi),-0.0012746058679667647,0.5422885572139303,0
80,0.5,0.0,18,apunim,-0.008340342076781642,1.0,0
80,0.5,0.0,18,Krippendorff delta-alpha,0.0014004981888953716,0.09950248756218906,0
80,0.5,0.0,18,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,18,chi-squared (Akhtar et al. 2019),7.60291140189815,0.10725602367154563,0
80,0.5,0.0,18,GMM clustering (Checco/Mignemi),-0.008704278536913182,0.845771144278607,0
80,0.5,0.0,19,apunim,0.022212130910015993,0.028751896168320013,1
80,0.5,0.0,19,Krippendorff delta-alpha,-0.0006642651396442378,0.7014925373134329,0
80,0.5,0.0,19,aposteriori unimodality (2024),0.006097560975609756,0.504950495049505,0
80,0.5,0.0,19,chi-squared (Akhtar et al. 2019),9.176084674308138,0.05684577844384828,0
80,0.5,0.0,19,GMM clustering (Checco/Mignemi),-0.012179389588224454,1.0,0
80,0.5,0.0,20,apunim,0.006640086116003469,1.0,0
80,0.5,0.0,20,Krippendorff delta-alpha,0.0017426498553529401,0.0845771144278607,0
80,0.5,0.0,20,aposteriori unimodality (2024),0.018072289156626505,0.019801980198019802,1
80,0.5,0.0,20,chi-squared (Akhtar et al. 2019),4.137839050928387,0.3876726535329877,0
80,0.5,0.0,20,GMM clustering (Checco/Mignemi),-0.006385492161808372,0.7960199004975125,0
80,0.5,0.0,21,apunim,-0.008940740696008023,0.7298858671508724,0
80,0.5,0.0,21,Krippendorff delta-alpha,0.00046156567449479047,0.3482587064676617,0
80,0.5,0.0,21,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,21,chi-squared (Akhtar et al. 2019),8.803024203536882,0.06621599899675329,0
80,0.5,0.0,21,GMM clustering (Checco/Mignemi),-0.011653220642847996,1.0,0
80,0.5,0.0,22,apunim,-0.0077937740461549105,0.8096619399092772,0
80,0.5,0.0,22,Krippendorff delta-alpha,-0.0012805633030490426,0.8905472636815921,0
80,0.5,0.0,22,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,22,chi-squared (Akhtar et al. 2019),2.8672982195090313,0.5802725990142588,0
80,0.5,0.0,22,GMM clustering (Checco/Mignemi),-0.006728127578114362,0.6716417910447762,0
80,0.5,0.0,23,apunim,-0.00377970906403656,1.0,0
80,0.5,0.0,23,Krippendorff delta-alpha,0.0013006749542712748,0.15422885572139303,0
80,0.5,0.0,23,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,23,chi-squared (Akhtar et al. 2019),1.0110648403880862,0.9081135828283902,0
80,0.5,0.0,23,GMM clustering (Checco/Mignemi),-0.002872439738607984,0.5920398009950248,0
80,0.5,0.0,24,apunim,0.01705763041251621,0.12187508777458009,0
80,0.5,0.0,24,Krippendorff delta-alpha,0.001999940864833849,0.07960199004975124,0
80,0.5,0.0,24,aposteriori unimodality (2024),0.0058823529411764705,0.5148514851485149,0
80,0.5,0.0,24,chi-squared (Akhtar et al. 2019),1.5969967754078023,0.8093318081080536,0
80,0.5,0.0,24,GMM clustering (Checco/Mignemi),-0.012179389588224454,1.0,0
80,0.5,0.0,25,apunim,0.0008450743309902615,1.0,0
80,0.5,0.0,25,Krippendorff delta-alpha,0.0018108290430863816,0.0845771144278607,0
80,0.5,0.0,25,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,25,chi-squared (Akhtar et al. 2019),2.3813423489684973,0.6660016005331783,0
80,0.5,0.0,25,GMM clustering (Checco/Mignemi),-0.00063971340839304,0.4228855721393035,0
80,0.5,0.0,26,apunim,0.01333734573678552,0.35990636510931484,0
80,0.5,0.0,26,Krippendorff delta-alpha,-0.0008857653717132541,0.746268656716418,0
80,0.5,0.0,26,aposteriori unimodality (2024),0.005952380952380952,0.49504950495049505,0
80,0.5,0.0,26,chi-squared (Akhtar et al. 2019),1.3536909548345475,0.8522024686797046,0
80,0.5,0.0,26,GMM clustering (Checco/Mignemi),0.003076701199432733,0.35323383084577115,0
80,0.5,0.0,27,apunim,0.013923906438747299,0.19760300381773452,0
80,0.5,0.0,27,Krippendorff delta-alpha,0.000545528417891683,0.3582089552238806,0
80,0.5,0.0,27,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,27,chi-squared (Akhtar et al. 2019),2.3502591470278364,0.6716342639317838,0
80,0.5,0.0,27,GMM clustering (Checco/Mignemi),0.028470776621297038,0.08955223880597014,0
80,0.5,0.0,28,apunim,0.011255994086816552,0.8277020547122381,0
80,0.5,0.0,28,Krippendorff delta-alpha,-0.0013717695625647952,0.900497512437811,0
80,0.5,0.0,28,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,28,chi-squared (Akhtar et al. 2019),1.4104950290719387,0.8423688938099912,0
80,0.5,0.0,28,GMM clustering (Checco/Mignemi),-0.011207082876377871,1.0,0
80,0.5,0.0,29,apunim,0.018189864017461907,0.06492457936891832,0
80,0.5,0.0,29,Krippendorff delta-alpha,-0.0008641150112305707,0.8258706467661692,0
80,0.5,0.0,29,aposteriori unimodality (2024),0.005649717514124294,0.49504950495049505,0
80,0.5,0.0,29,chi-squared (Akhtar et al. 2019),3.7675646334091053,0.43837543431869785,0
80,0.5,0.0,29,GMM clustering (Checco/Mignemi),-0.012528437309750392,1.0,0
80,0.5,0.0,30,apunim,-0.01496878135790775,0.3345076908352365,0
80,0.5,0.0,30,Krippendorff delta-alpha,-4.7591259415613596e-05,0.527363184079602,0
80,0.5,0.0,30,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,30,chi-squared (Akhtar et al. 2019),4.240872094602922,0.3743877340646076,0
80,0.5,0.0,30,GMM clustering (Checco/Mignemi),-0.012788051665010737,1.0,0
80,0.5,0.0,31,apunim,-0.009923331505693475,0.4686123838095957,0
80,0.5,0.0,31,Krippendorff delta-alpha,-3.0896069069252796e-06,0.47761194029850745,0
80,0.5,0.0,31,aposteriori unimodality (2024),0.005952380952380952,0.3069306930693069,0
80,0.5,0.0,31,chi-squared (Akhtar et al. 2019),2.0982986241231596,0.7176849641882154,0
80,0.5,0.0,31,GMM clustering (Checco/Mignemi),-0.011790242613076596,1.0,0
80,0.5,0.0,32,apunim,-0.016338229897473754,0.19894153132071146,0
80,0.5,0.0,32,Krippendorff delta-alpha,-0.0009345742688714465,0.7263681592039801,0
80,0.5,0.0,32,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,32,chi-squared (Akhtar et al. 2019),3.012008987239918,0.5558177401243634,0
80,0.5,0.0,32,GMM clustering (Checco/Mignemi),-0.005310937812437512,0.6517412935323383,0
80,0.5,0.0,33,apunim,0.023162920589790116,0.03857338248132644,1
80,0.5,0.0,33,Krippendorff delta-alpha,0.0008966287727391054,0.24875621890547264,0
80,0.5,0.0,33,aposteriori unimodality (2024),0.011428571428571429,0.06930693069306931,0
80,0.5,0.0,33,chi-squared (Akhtar et al. 2019),1.060428905589011,0.9004986964181471,0
80,0.5,0.0,33,GMM clustering (Checco/Mignemi),0.01025345252971899,0.3034825870646766,0
80,0.5,0.0,34,apunim,0.030612814631865052,0.0006982408122624505,1
80,0.5,0.0,34,Krippendorff delta-alpha,0.0006445248762992906,0.24875621890547264,0
80,0.5,0.0,34,aposteriori unimodality (2024),0.005988023952095809,0.44554455445544555,0
80,0.5,0.0,34,chi-squared (Akhtar et al. 2019),5.255990454892205,0.2620250915132684,0
80,0.5,0.0,34,GMM clustering (Checco/Mignemi),-0.011984778690166233,1.0,0
80,0.5,0.0,35,apunim,-0.025750331285223547,0.013890362691738274,1
80,0.5,0.0,35,Krippendorff delta-alpha,0.0017733998375062399,0.11442786069651742,0
80,0.5,0.0,35,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,35,chi-squared (Akhtar et al. 2019),6.815038751312902,0.14599143194395417,0
80,0.5,0.0,35,GMM clustering (Checco/Mignemi),-9.59048623765225e-05,0.4427860696517413,0
80,0.5,0.0,36,apunim,0.01993900935919297,0.11734174259197057,0
80,0.5,0.0,36,Krippendorff delta-alpha,0.001420996885268866,0.15920398009950248,0
80,0.5,0.0,36,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,36,chi-squared (Akhtar et al. 2019),2.1763378155837936,0.7033635735702255,0
80,0.5,0.0,36,GMM clustering (Checco/Mignemi),-0.012114510972766387,1.0,0
80,0.5,0.0,37,apunim,-0.033550783574050766,0.0003089861475857495,1
80,0.5,0.0,37,Krippendorff delta-alpha,0.0024086458683120204,0.04477611940298507,1
80,0.5,0.0,37,aposteriori unimodality (2024),0.005847953216374269,0.36633663366336633,0
80,0.5,0.0,37,chi-squared (Akhtar et al. 2019),2.6118296302205386,0.6247289929966192,0
80,0.5,0.0,37,GMM clustering (Checco/Mignemi),0.0027096815327233895,0.3781094527363184,0
80,0.5,0.0,38,apunim,-0.009314157563874628,0.7585889075684236,0
80,0.5,0.0,38,Krippendorff delta-alpha,-0.0005100746071094453,0.6417910447761194,0
80,0.5,0.0,38,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.0,38,chi-squared (Akhtar et al. 2019),4.8854280326097665,0.29925659458167964,0
80,0.5,0.0,38,GMM clustering (Checco/Mignemi),0.01820498233187234,0.1691542288557214,0
80,0.5,0.0,39,apunim,-0.025658213039195833,0.01441767373005463,1
80,0.5,0.0,39,Krippendorff delta-alpha,0.0011107292149080683,0.23880597014925373,0
80,0.5,0.0,39,aposteriori unimodality (2024),0.005952380952380952,0.3465346534653465,0
80,0.5,0.0,39,chi-squared (Akhtar et al. 2019),10.006387342035413,0.04032022540242797,1
80,0.5,0.0,39,GMM clustering (Checco/Mignemi),0.07907125700560448,0.009950248756218905,1
80,0.5,0.5,0,apunim,-0.029568786643952343,0.003614543448383111,1
80,0.5,0.5,0,Krippendorff delta-alpha,0.001468863153978095,0.0945273631840796,0
80,0.5,0.5,0,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,0,chi-squared (Akhtar et al. 2019),261.6693937354591,1.9917867262486e-55,1
80,0.5,0.5,0,GMM clustering (Checco/Mignemi),0.9499923878815073,0.004975124378109453,1
80,0.5,0.5,1,apunim,-0.03223933934848014,0.001687649042408778,1
80,0.5,0.5,1,Krippendorff delta-alpha,0.00145004311833824,0.11442786069651742,0
80,0.5,0.5,1,aposteriori unimodality (2024),0.022598870056497175,0.009900990099009901,1
80,0.5,0.5,1,chi-squared (Akhtar et al. 2019),241.31958930532303,4.8224093631668e-51,1
80,0.5,0.5,1,GMM clustering (Checco/Mignemi),0.9499923878815073,0.004975124378109453,1
80,0.5,0.5,2,apunim,-0.04061192069276177,5.303786374679003e-05,1
80,0.5,0.5,2,Krippendorff delta-alpha,0.0015435718055747394,0.07462686567164178,0
80,0.5,0.5,2,aposteriori unimodality (2024),0.011976047904191617,0.0891089108910891,0
80,0.5,0.5,2,chi-squared (Akhtar et al. 2019),261.5375609782197,2.1264381485013543e-55,1
80,0.5,0.5,2,GMM clustering (Checco/Mignemi),0.9499923878815073,0.004975124378109453,1
80,0.5,0.5,3,apunim,0.01073289041647497,0.6704157751410668,0
80,0.5,0.5,3,Krippendorff delta-alpha,-0.0009521189153248177,0.736318407960199,0
80,0.5,0.5,3,aposteriori unimodality (2024),0.011627906976744186,0.15841584158415842,0
80,0.5,0.5,3,chi-squared (Akhtar et al. 2019),269.22823122923546,4.6788303504911497e-57,1
80,0.5,0.5,3,GMM clustering (Checco/Mignemi),0.8075887706704269,0.004975124378109453,1
80,0.5,0.5,4,apunim,-0.030360337842626508,0.002035554861201288,1
80,0.5,0.5,4,Krippendorff delta-alpha,0.00012501273690784798,0.4427860696517413,0
80,0.5,0.5,4,aposteriori unimodality (2024),0.011904761904761904,0.0297029702970297,1
80,0.5,0.5,4,chi-squared (Akhtar et al. 2019),266.9340472599208,1.460911519327216e-56,1
80,0.5,0.5,4,GMM clustering (Checco/Mignemi),0.7190233586465443,0.004975124378109453,1
80,0.5,0.5,5,apunim,-0.010126170443099462,1.0,0
80,0.5,0.5,5,Krippendorff delta-alpha,0.002550263692670307,0.009950248756218905,1
80,0.5,0.5,5,aposteriori unimodality (2024),0.005917159763313609,0.4158415841584158,0
80,0.5,0.5,5,chi-squared (Akhtar et al. 2019),288.3458387910518,3.5349418752444354e-61,1
80,0.5,0.5,5,GMM clustering (Checco/Mignemi),0.90125,0.004975124378109453,1
80,0.5,0.5,6,apunim,-0.02677174239965188,0.004815055013599,1
80,0.5,0.5,6,Krippendorff delta-alpha,-0.0014286635254116553,0.8159203980099502,0
80,0.5,0.5,6,aposteriori unimodality (2024),0.012195121951219513,0.039603960396039604,1
80,0.5,0.5,6,chi-squared (Akhtar et al. 2019),300.791080197901,7.314083495461353e-64,1
80,0.5,0.5,6,GMM clustering (Checco/Mignemi),0.9012531649626615,0.004975124378109453,1
80,0.5,0.5,7,apunim,-0.03737400203001041,8.53893987348006e-05,1
80,0.5,0.5,7,Krippendorff delta-alpha,0.0021304001327193123,0.029850746268656716,1
80,0.5,0.5,7,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,7,chi-squared (Akhtar et al. 2019),245.98662508283712,4.765201993578354e-52,1
80,0.5,0.5,7,GMM clustering (Checco/Mignemi),0.7626677348287603,0.004975124378109453,1
80,0.5,0.5,8,apunim,-0.016626239014064844,0.12207505884491092,0
80,0.5,0.5,8,Krippendorff delta-alpha,0.0006277250172436744,0.26865671641791045,0
80,0.5,0.5,8,aposteriori unimodality (2024),0.005714285714285714,0.26732673267326734,0
80,0.5,0.5,8,chi-squared (Akhtar et al. 2019),251.24230948362026,3.515053626755857e-53,1
80,0.5,0.5,8,GMM clustering (Checco/Mignemi),0.8075702701836479,0.004975124378109453,1
80,0.5,0.5,9,apunim,-0.02913220503261279,0.004928609482412301,1
80,0.5,0.5,9,Krippendorff delta-alpha,0.0012955675285770685,0.15422885572139303,0
80,0.5,0.5,9,aposteriori unimodality (2024),0.005988023952095809,0.36633663366336633,0
80,0.5,0.5,9,chi-squared (Akhtar et al. 2019),271.95052334104173,1.2115359901293666e-57,1
80,0.5,0.5,9,GMM clustering (Checco/Mignemi),0.7626220943742438,0.004975124378109453,1
80,0.5,0.5,10,apunim,-0.020865154459357722,0.05426758001055503,0
80,0.5,0.5,10,Krippendorff delta-alpha,-2.0370998101260085e-05,0.4975124378109453,0
80,0.5,0.5,10,aposteriori unimodality (2024),0.005649717514124294,0.33663366336633666,0
80,0.5,0.5,10,chi-squared (Akhtar et al. 2019),215.15833300192563,2.063992545338709e-45,1
80,0.5,0.5,10,GMM clustering (Checco/Mignemi),0.8537752101345342,0.004975124378109453,1
80,0.5,0.5,11,apunim,-0.048886958428466264,2.420294454984692e-09,1
80,0.5,0.5,11,Krippendorff delta-alpha,0.000787358895334489,0.16417910447761194,0
80,0.5,0.5,11,aposteriori unimodality (2024),0.01775147928994083,0.019801980198019802,1
80,0.5,0.5,11,chi-squared (Akhtar et al. 2019),262.109752531382,1.6008286708641748e-55,1
80,0.5,0.5,11,GMM clustering (Checco/Mignemi),0.8075887706704269,0.004975124378109453,1
80,0.5,0.5,12,apunim,-0.041302135547692055,5.495387275803146e-06,1
80,0.5,0.5,12,Krippendorff delta-alpha,0.0015480790750970752,0.08955223880597014,0
80,0.5,0.5,12,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,12,chi-squared (Akhtar et al. 2019),286.2285505081336,1.0115025398421418e-60,1
80,0.5,0.5,12,GMM clustering (Checco/Mignemi),0.8075887706704269,0.004975124378109453,1
80,0.5,0.5,13,apunim,-0.027320040406120866,0.003148815140068952,1
80,0.5,0.5,13,Krippendorff delta-alpha,0.0013228114588420548,0.09950248756218906,0
80,0.5,0.5,13,aposteriori unimodality (2024),0.005649717514124294,0.26732673267326734,0
80,0.5,0.5,13,chi-squared (Akhtar et al. 2019),344.00254882378255,3.458158900225042e-73,1
80,0.5,0.5,13,GMM clustering (Checco/Mignemi),0.9499923878815073,0.004975124378109453,1
80,0.5,0.5,14,apunim,-0.024101744915766343,0.021717480366036598,1
80,0.5,0.5,14,Krippendorff delta-alpha,7.70358732857801e-05,0.43283582089552236,0
80,0.5,0.5,14,aposteriori unimodality (2024),0.005813953488372093,0.5148514851485149,0
80,0.5,0.5,14,chi-squared (Akhtar et al. 2019),224.1287576877196,2.423173167794416e-47,1
80,0.5,0.5,14,GMM clustering (Checco/Mignemi),0.8075887706704269,0.004975124378109453,1
80,0.5,0.5,15,apunim,-0.02372688267434349,0.03309707677378183,1
80,0.5,0.5,15,Krippendorff delta-alpha,0.0008513760682867244,0.15920398009950248,0
80,0.5,0.5,15,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,15,chi-squared (Akhtar et al. 2019),333.0636317093901,7.947830723880446e-71,1
80,0.5,0.5,15,GMM clustering (Checco/Mignemi),0.90125,0.004975124378109453,1
80,0.5,0.5,16,apunim,-0.03820862433926288,9.821832552563253e-07,1
80,0.5,0.5,16,Krippendorff delta-alpha,3.298016365871348e-05,0.40298507462686567,0
80,0.5,0.5,16,aposteriori unimodality (2024),0.005494505494505495,0.3069306930693069,0
80,0.5,0.5,16,chi-squared (Akhtar et al. 2019),298.5120397405603,2.2686424810829622e-63,1
80,0.5,0.5,16,GMM clustering (Checco/Mignemi),0.8537752101345342,0.004975124378109453,1
80,0.5,0.5,17,apunim,-0.029468646639308742,0.000162968072974225,1
80,0.5,0.5,17,Krippendorff delta-alpha,0.0026181399361485114,0.014925373134328358,1
80,0.5,0.5,17,aposteriori unimodality (2024),0.005813953488372093,0.46534653465346537,0
80,0.5,0.5,17,chi-squared (Akhtar et al. 2019),257.94776677673565,1.262438498057845e-54,1
80,0.5,0.5,17,GMM clustering (Checco/Mignemi),0.8075702701836479,0.004975124378109453,1
80,0.5,0.5,18,apunim,-0.01866046481359734,0.08039032914516203,0
80,0.5,0.5,18,Krippendorff delta-alpha,-0.0009643831916832935,0.746268656716418,0
80,0.5,0.5,18,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,18,chi-squared (Akhtar et al. 2019),245.33936004544677,6.568982522933897e-52,1
80,0.5,0.5,18,GMM clustering (Checco/Mignemi),0.8537845828425835,0.004975124378109453,1
80,0.5,0.5,19,apunim,-0.023433163760787988,0.026144416485012704,1
80,0.5,0.5,19,Krippendorff delta-alpha,0.0012938649882815456,0.11940298507462686,0
80,0.5,0.5,19,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,19,chi-squared (Akhtar et al. 2019),294.4396779923512,1.714520311472688e-62,1
80,0.5,0.5,19,GMM clustering (Checco/Mignemi),0.9499923878815073,0.004975124378109453,1
80,0.5,0.5,20,apunim,-0.04897006031930592,6.657892830888071e-08,1
80,0.5,0.5,20,Krippendorff delta-alpha,0.0010367109257433116,0.14925373134328357,0
80,0.5,0.5,20,aposteriori unimodality (2024),0.012121212121212121,0.1485148514851485,0
80,0.5,0.5,20,chi-squared (Akhtar et al. 2019),218.03257611488544,4.969179064834965e-46,1
80,0.5,0.5,20,GMM clustering (Checco/Mignemi),0.8537845828425835,0.004975124378109453,1
80,0.5,0.5,21,apunim,-0.021616131131129666,0.026372718480217133,1
80,0.5,0.5,21,Krippendorff delta-alpha,0.0009273778111867914,0.15422885572139303,0
80,0.5,0.5,21,aposteriori unimodality (2024),0.005847953216374269,0.3465346534653465,0
80,0.5,0.5,21,chi-squared (Akhtar et al. 2019),237.9951786453857,2.50712575787406e-50,1
80,0.5,0.5,21,GMM clustering (Checco/Mignemi),0.8537752101345342,0.004975124378109453,1
80,0.5,0.5,22,apunim,-0.026326571161247977,0.01662370492475645,1
80,0.5,0.5,22,Krippendorff delta-alpha,-0.0005542538426229759,0.6467661691542289,0
80,0.5,0.5,22,aposteriori unimodality (2024),0.0,1.0,0
80,0.5,0.5,22,chi-squared (Akhtar et al. 2019),281.2205836254932,1.2156847944043169e-59,1
80,0.5,0.5,22,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
