,SDB Feature,Value,apunim,pvalue,support,Model,Prompt
87,Ethnicity,White,0.0,0.9829628527455898,55,olmo32b,default
88,Gender,Female,0.036495243870087464,0.9911353527812938,291,olmo32b,default
89,Gender,Male,0.016713091922005586,0.9911353527812938,250,olmo32b,default
90,Gender,Nonbinary,-0.0026075619295958183,0.9911353527812938,271,olmo32b,default
91,Gender,Unknown,-0.011574499356972218,0.9911353527812938,326,olmo32b,default
92,Has Been Targeted,False,0.003541118814248124,0.8218709049044757,1465,olmo32b,default
93,Has Been Targeted,True,-0.020557192839825125,0.5131428741399512,1529,olmo32b,default
94,Is Parent,No,-0.016088431651526316,0.7983866013773178,542,olmo32b,default
95,Is Parent,Prefer not to say,0.007900270920561862,0.7983866013773178,643,olmo32b,default
96,Is Parent,Yes,0.02301150575287667,0.7983866013773178,592,olmo32b,default
97,Is Transgender,No,0.014440976270166495,0.8866889210506259,597,olmo32b,default
98,Is Transgender,Prefer not to say,-0.005137270065735106,0.8866889210506259,604,olmo32b,default
99,Is Transgender,Yes,0.008521091620926517,0.8866889210506259,575,olmo32b,default
100,Political Affiliation,Conservative,-0.0030211480362537656,0.9895045740113935,175,olmo32b,default
101,Political Affiliation,Independent,0.009057683139996681,0.9895045740113935,164,olmo32b,default
102,Political Affiliation,Liberal,0.0,0.9895045740113935,170,olmo32b,default
103,Political Affiliation,Other,-0.010146003464489066,0.9895045740113935,144,olmo32b,default
104,Political Affiliation,Prefer not to say,-0.006337532274469688,0.9895045740113935,144,olmo32b,default
105,Religion Important,1) No,-0.018432489135321414,0.9594994489962825,161,olmo32b,default
106,Religion Important,2) Not very,-0.020993850286279557,0.9594994489962825,166,olmo32b,default
107,Religion Important,3) Somewhat,0.016691957511381004,0.9594994489962825,125,olmo32b,default
108,Religion Important,4) Very,0.010800332317917279,0.9594994489962825,177,olmo32b,default
109,Religion Important,Prefer not to say,-0.002654226654869635,0.9594994489962825,167,olmo32b,default
110,Seen Toxicity,False,-0.011697799149250862,0.5879299541998625,1497,olmo32b,default
111,Seen Toxicity,True,-0.011368940718529591,0.5879299541998625,1434,olmo32b,default
112,Sexual Orientation,Bisexual,-0.026179334766662222,0.9486843236738912,170,olmo32b,default
113,Sexual Orientation,Heterosexual,-0.02311174648558489,0.9486843236738912,143,olmo32b,default
114,Sexual Orientation,Homosexual,0.03906352755491269,0.9486843236738912,159,olmo32b,default
115,Sexual Orientation,Other,-0.0022675736961451517,0.9801870634041435,156,olmo32b,default
116,Sexual Orientation,Prefer not to say,-0.019498916726848364,0.9486843236738912,190,olmo32b,default
117,Technology Impact,1) Very negative,0.0,0.9395908220452074,148,olmo32b,default
118,Technology Impact,2) Somewhat negative,0.010267210741082285,0.9395908220452074,173,olmo32b,default
119,Technology Impact,3) Neutral,-0.028355387523629497,0.9395908220452074,153,olmo32b,default
120,Technology Impact,4) Somewhat positive,0.006622516556291285,0.9395908220452074,150,olmo32b,default
121,Technology Impact,5) Very positive,0.02512272596015034,0.9395908220452074,133,olmo32b,default
122,Toxicity Problem,1) Never,-0.009556907037359168,0.9577428949888966,193,olmo32b,default
123,Toxicity Problem,2) Rarely,-0.013394786115512085,0.9577428949888966,178,olmo32b,default
124,Toxicity Problem,3) Occasionally,0.008331129330864726,0.9577428949888966,174,olmo32b,default
125,Toxicity Problem,4) Frequently,-0.0011890606420930116,0.9577428949888966,165,olmo32b,default
126,Toxicity Problem,5) Very Frequently,-0.006004002668445547,0.9577428949888966,174,olmo32b,default
127,Age,1) 18 - 24,1.9032394707859828e-16,0.9435276693230448,7,qwen32b,default
128,Age,2) 25 - 34,0.0,0.9435276693230448,21,qwen32b,default
129,Age,3) 35 - 44,1.0248212535001446e-16,0.9435276693230448,13,qwen32b,default
130,Age,4) 45 - 54,0.0,,3,qwen32b,default
131,Age,5) 55 - 64,0.0,,6,qwen32b,default
132,Age,6) 65 or older,0.16618075801749263,0.9435276693230448,9,qwen32b,default
133,Age,Prefer not to say,-0.22178988326848248,0.9435276693230448,6,qwen32b,default
134,Age,Under 18,1.6653345369377353e-16,,4,qwen32b,default
135,Education,1) No high school,0.0,,3,qwen32b,default
136,Education,5) Bachelor's degree,0.0,,9,qwen32b,default
137,Education,7) Professional degree,0.0,,3,qwen32b,default
138,Education,8) Doctoral degree,0.0,,6,qwen32b,default
139,Education,Prefer not to say,0.0,,3,qwen32b,default
140,Ethnicity,Asian,0.0,,6,qwen32b,default
141,Ethnicity,Black,0.0,,6,qwen32b,default
142,Ethnicity,Hispanic,0.0,,15,qwen32b,default
143,Ethnicity,Multiracial,1.0408340855860843e-16,0.9531631078979915,16,qwen32b,default
144,Ethnicity,Other,0.0,,3,qwen32b,default
145,Ethnicity,Unknown,1.6653345369377353e-16,,4,qwen32b,default
146,Ethnicity,White,0.0,0.9531631078979915,13,qwen32b,default
147,Gender,Female,-0.10873440285204983,0.9804658890994251,38,qwen32b,default
148,Gender,Male,0.016875811337083615,0.9804658890994251,52,qwen32b,default
149,Gender,Nonbinary,1.0824674490095277e-16,0.9804658890994251,40,qwen32b,default
150,Gender,Unknown,0.05977108944467997,0.9804658890994251,22,qwen32b,default
151,Has Been Targeted,False,0.013547415955845453,0.8003785971758561,199,qwen32b,default
152,Has Been Targeted,True,-0.04089178301418225,0.8003785971758561,207,qwen32b,default
153,Is Parent,No,0.045194441200513726,0.8519455088313368,103,qwen32b,default
154,Is Parent,Prefer not to say,-0.017137096774193582,0.8519455088313368,63,qwen32b,default
155,Is Parent,Yes,0.01404056162246501,0.8519455088313368,49,qwen32b,default
156,Is Transgender,No,0.028806584362139984,0.6108643016582972,97,qwen32b,default
157,Is Transgender,Prefer not to say,0.030759162303664933,0.6108643016582972,93,qwen32b,default
158,Is Transgender,Yes,-0.10333048676345004,0.6108643016582972,79,qwen32b,default
159,Political Affiliation,Conservative,-0.08414424728105303,0.9955571515255855,24,qwen32b,default
160,Political Affiliation,Independent,-0.054170249355116065,0.9955571515255855,26,qwen32b,default
161,Political Affiliation,Liberal,0.03718694662281827,0.9955571515255855,45,qwen32b,default
162,Political Affiliation,Other,1.013681892049056e-16,0.9955571515255855,23,qwen32b,default
163,Political Affiliation,Prefer not to say,0.06075216972034732,0.9955571515255855,19,qwen32b,default
164,Religion Important,1) No,-0.013563501849568217,0.9652200833739106,24,qwen32b,default
165,Religion Important,2) Not very,0.0,0.9652200833739106,19,qwen32b,default
166,Religion Important,3) Somewhat,0.0,0.9652200833739106,22,qwen32b,default
167,Religion Important,4) Very,0.0,0.9652200833739106,16,qwen32b,default
168,Religion Important,Prefer not to say,0.0924697619976591,0.5105548111280512,25,qwen32b,default
169,Seen Toxicity,False,0.01263745281470531,0.9954604521954937,211,qwen32b,default
170,Seen Toxicity,True,-0.0036805062310324484,0.9954604521954937,164,qwen32b,default
171,Sexual Orientation,Bisexual,0.0,0.9652200833739106,22,qwen32b,default
172,Sexual Orientation,Heterosexual,-0.03314917127071826,0.9652200833739106,25,qwen32b,default
173,Sexual Orientation,Homosexual,0.0,,12,qwen32b,default
174,Sexual Orientation,Other,-0.06103286384976521,0.9652200833739106,12,qwen32b,default
175,Sexual Orientation,Prefer not to say,2.1035804677108233e-16,0.9652200833739106,19,qwen32b,default
176,Technology Impact,1) Very negative,1.0408340855860843e-16,0.9531631078979916,16,qwen32b,default
177,Technology Impact,2) Somewhat negative,0.0,0.9531631078979916,16,qwen32b,default
178,Technology Impact,3) Neutral,-0.3464052287581701,,11,qwen32b,default
179,Technology Impact,4) Somewhat positive,0.13935144609991257,0.9531631078979916,14,qwen32b,default
180,Technology Impact,5) Very positive,0.0,,3,qwen32b,default
181,Toxicity Problem,1) Never,0.0,0.9600635240913502,16,qwen32b,default
182,Toxicity Problem,2) Rarely,0.0,0.9600635240913502,21,qwen32b,default
183,Toxicity Problem,3) Occasionally,1.0248212535001446e-16,0.9600635240913502,13,qwen32b,default
184,Toxicity Problem,4) Frequently,9.992007221626408e-17,0.9600635240913502,10,qwen32b,default
185,Toxicity Problem,5) Very Frequently,2.1035804677108233e-16,0.9600635240913502,19,qwen32b,default
186,Age,1) 18 - 24,0.0,0.9900722714600663,31,qwen7b,default
187,Age,2) 25 - 34,0.0,0.9900722714600663,21,qwen7b,default
188,Age,3) 35 - 44,0.0,0.9900722714600663,15,qwen7b,default
189,Age,4) 45 - 54,-0.0072202166064981215,0.9900722714600663,36,qwen7b,default
190,Age,5) 55 - 64,0.0,0.9900722714600663,15,qwen7b,default
191,Age,6) 65 or older,0.03092783505154648,0.9900722714600663,40,qwen7b,default
192,Age,Prefer not to say,-0.03264812575574364,0.9900722714600663,40,qwen7b,default
193,Age,Under 18,1.0248212535001446e-16,0.9900722714600663,26,qwen7b,default
194,Education,1) No high school,0.0,,15,qwen7b,default
195,Education,2) High School graduate,0.0,0.9604183564993375,16,qwen7b,default
196,Education,"3) College, no degree",0.0,,6,qwen7b,default
197,Education,4) Associate degree,2.0075265650756257e-16,0.9604183564993375,37,qwen7b,default
198,Education,5) Bachelor's degree,5.828670879282074e-16,0.9604183564993375,23,qwen7b,default
199,Education,6) Master's degree,0.0,,15,qwen7b,default
200,Education,7) Professional degree,0.0,,12,qwen7b,default
201,Education,8) Doctoral degree,0.0,0.9604183564993375,15,qwen7b,default
202,Education,Other,0.0,,18,qwen7b,default
203,Education,Prefer not to say,0.0,,21,qwen7b,default
204,Ethnicity,Asian,0.0,0.9484196106391378,38,qwen7b,default
205,Ethnicity,Black,2.311076500240122e-16,0.9484196106391378,54,qwen7b,default
206,Ethnicity,Hispanic,0.0,0.9484196106391378,51,qwen7b,default
207,Ethnicity,Multiracial,1.1102230246251565e-16,0.9484196106391378,43,qwen7b,default
208,Ethnicity,Other,0.0,0.9484196106391378,40,qwen7b,default
209,Ethnicity,Unknown,2.297013154396876e-16,0.9484196106391378,33,qwen7b,default
210,Ethnicity,White,0.0,0.9484196106391378,33,qwen7b,default
211,Gender,Female,0.03448275862068978,0.8179497997007067,195,qwen7b,default
212,Gender,Male,-0.005018169233431114,0.9610863735897988,207,qwen7b,default
213,Gender,Nonbinary,0.019664967225054692,0.8179497997007067,184,qwen7b,default
214,Gender,Unknown,-0.04429749071473846,0.8179497997007067,235,qwen7b,default
215,Has Been Targeted,False,0.007564959982458113,0.7528784117343528,1067,qwen7b,default
216,Has Been Targeted,True,-0.02240180032733194,0.7528784117343528,1140,qwen7b,default
217,Is Parent,No,-0.012546468401487034,0.7681374811081558,397,qwen7b,default
218,Is Parent,Prefer not to say,0.012630662020905934,0.7681374811081558,491,qwen7b,default
219,Is Parent,Yes,0.01829875200980017,0.7681374811081558,427,qwen7b,default
220,Is Transgender,No,-0.01889443705618137,0.6234032967730742,458,qwen7b,default
221,Is Transgender,Prefer not to say,0.038971431619941946,0.46202069682697433,397,qwen7b,default
222,Is Transgender,Yes,-0.03912815780942172,0.46202069682697433,475,qwen7b,default
223,Political Affiliation,Conservative,-0.025235032162295917,0.9693724628759651,133,qwen7b,default
224,Political Affiliation,Independent,-0.016145307769929455,0.9693724628759651,125,qwen7b,default
225,Political Affiliation,Liberal,-0.0042523033309709276,0.9693724628759651,153,qwen7b,default
226,Political Affiliation,Other,0.030629936428434118,0.9693724628759651,108,qwen7b,default
227,Political Affiliation,Prefer not to say,0.014593467685893173,0.9693724628759651,88,qwen7b,default
228,Religion Important,1) No,-0.07802795031055908,0.8864830833939292,114,qwen7b,default
229,Religion Important,2) Not very,0.011548857400278487,0.8864830833939292,137,qwen7b,default
230,Religion Important,3) Somewhat,-0.02597402597402593,0.8864830833939292,93,qwen7b,default
231,Religion Important,4) Very,-0.005305039787798486,0.8864830833939292,138,qwen7b,default
232,Religion Important,Prefer not to say,0.013024602026049182,0.8864830833939292,119,qwen7b,default
233,Seen Toxicity,False,-0.004786989879560333,0.866344878268188,1073,qwen7b,default
234,Seen Toxicity,True,0.012731725856171593,0.866344878268188,1105,qwen7b,default
235,Sexual Orientation,Bisexual,-0.01828029790115077,0.9902342697627828,132,qwen7b,default
236,Sexual Orientation,Heterosexual,-0.00447984071677427,0.9902342697627828,145,qwen7b,default
237,Sexual Orientation,Homosexual,0.008786202408070405,0.9902342697627828,102,qwen7b,default
238,Sexual Orientation,Other,-0.02547682027008203,0.9902342697627828,85,qwen7b,default
239,Sexual Orientation,Prefer not to say,0.02400826090697874,0.9902342697627828,127,qwen7b,default
240,Technology Impact,1) Very negative,0.0,0.9780878306062044,99,qwen7b,default
241,Technology Impact,2) Somewhat negative,0.0,0.9780878306062044,153,qwen7b,default
242,Technology Impact,3) Neutral,1.0517902338554116e-16,0.9780878306062044,100,qwen7b,default
243,Technology Impact,4) Somewhat positive,0.0048622366288492746,0.9780878306062044,136,qwen7b,default
244,Technology Impact,5) Very positive,0.011952191235059832,0.9780878306062044,72,qwen7b,default
245,Toxicity Problem,1) Never,-0.015233112786582716,0.9822432504318677,142,qwen7b,default
246,Toxicity Problem,2) Rarely,-0.0026893769610041337,0.9822432504318677,102,qwen7b,default
247,Toxicity Problem,3) Occasionally,0.011866433630761002,0.9822432504318677,131,qwen7b,default
248,Toxicity Problem,4) Frequently,-0.015712479682138143,0.9822432504318677,121,qwen7b,default
249,Toxicity Problem,5) Very Frequently,-0.009900990099009676,0.9822432504318677,118,qwen7b,default
250,Age,1) 18 - 24,9.992007221626408e-17,0.9294654384141396,10,llama70b,stereotype
251,Age,2) 25 - 34,0.0,0.9294654384141396,10,llama70b,stereotype
252,Age,3) 35 - 44,0.0,,3,llama70b,stereotype
253,Age,4) 45 - 54,0.0,,9,llama70b,stereotype
254,Age,5) 55 - 64,0.0,,3,llama70b,stereotype
255,Age,6) 65 or older,0.0,0.9294654384141396,14,llama70b,stereotype
256,Age,Prefer not to say,0.0,,3,llama70b,stereotype
257,Education,1) No high school,9.992007221626408e-17,0.9294654384141396,10,llama70b,stereotype
258,Education,2) High School graduate,0.0,,3,llama70b,stereotype
259,Education,4) Associate degree,5.329070518200753e-16,0.9294654384141396,8,llama70b,stereotype
260,Education,5) Bachelor's degree,1.9032394707859828e-16,0.9294654384141396,7,llama70b,stereotype
261,Education,6) Master's degree,0.0,,3,llama70b,stereotype
262,Education,7) Professional degree,0.0,,3,llama70b,stereotype
263,Education,8) Doctoral degree,0.0,,3,llama70b,stereotype
264,Education,Other,0.0,,6,llama70b,stereotype
265,Education,Prefer not to say,0.0,,9,llama70b,stereotype
266,Ethnicity,Asian,0.07361963190184068,0.9119549093674352,22,llama70b,stereotype
267,Ethnicity,Black,0.0,0.9119549093674352,27,llama70b,stereotype
268,Ethnicity,Hispanic,0.0,,15,llama70b,stereotype
269,Ethnicity,Multiracial,,,8,llama70b,stereotype
270,Ethnicity,Other,4.996003610813206e-16,0.9119549093674352,11,llama70b,stereotype
271,Ethnicity,Unknown,-0.1935483870967741,0.9119549093674352,10,llama70b,stereotype
272,Ethnicity,White,0.0,,15,llama70b,stereotype
273,Gender,Female,0.015228426395939224,0.8978798742637271,74,llama70b,stereotype
274,Gender,Male,-0.017121116043119847,0.8978798742637271,75,llama70b,stereotype
275,Gender,Nonbinary,-0.03887688984881202,0.8978798742637271,49,llama70b,stereotype
276,Gender,Unknown,0.0366275051831374,0.8978798742637271,46,llama70b,stereotype
277,Has Been Targeted,False,-0.0006207324643079045,0.982082644078125,316,llama70b,stereotype
278,Has Been Targeted,True,-0.000816771031854081,0.982082644078125,369,llama70b,stereotype
279,Is Parent,No,0.011080332409972216,0.9650927952115482,126,llama70b,stereotype
280,Is Parent,Prefer not to say,-0.0028793857310437697,0.9650927952115482,117,llama70b,stereotype
281,Is Parent,Yes,-0.015351601188510816,0.9650927952115482,137,llama70b,stereotype
282,Is Transgender,No,0.03266992114156976,0.6223867472753238,118,llama70b,stereotype
283,Is Transgender,Prefer not to say,-0.037153697472975804,0.6223867472753238,155,llama70b,stereotype
284,Is Transgender,Yes,0.04023776863283028,0.6223867472753238,145,llama70b,stereotype
285,Political Affiliation,Conservative,0.0,0.913966676748118,31,llama70b,stereotype
286,Political Affiliation,Independent,0.0,0.913966676748118,24,llama70b,stereotype
287,Political Affiliation,Liberal,0.0,0.913966676748118,51,llama70b,stereotype
288,Political Affiliation,Other,0.0,0.913966676748118,31,llama70b,stereotype
289,Political Affiliation,Prefer not to say,0.0,0.913966676748118,15,llama70b,stereotype
290,Religion Important,1) No,0.016875811337083494,0.9582816962776388,48,llama70b,stereotype
291,Religion Important,2) Not very,-0.01960784313725488,0.9582816962776388,22,llama70b,stereotype
292,Religion Important,3) Somewhat,9.992007221626408e-17,0.9582816962776388,20,llama70b,stereotype
293,Religion Important,4) Very,0.004728132387706966,0.9582816962776388,51,llama70b,stereotype
294,Religion Important,Prefer not to say,0.048509348155634346,0.9582816962776388,43,llama70b,stereotype
295,Seen Toxicity,False,0.03755569700827502,0.6815672092085134,378,llama70b,stereotype
296,Seen Toxicity,True,-0.01697798423239218,0.6815672092085134,312,llama70b,stereotype
297,Sexual Orientation,Bisexual,0.0,0.9349604954876595,31,llama70b,stereotype
298,Sexual Orientation,Heterosexual,0.0,0.9349604954876595,44,llama70b,stereotype
299,Sexual Orientation,Homosexual,0.0,0.9349604954876595,22,llama70b,stereotype
300,Sexual Orientation,Other,0.0,,30,llama70b,stereotype
301,Sexual Orientation,Prefer not to say,0.0,0.9349604954876595,40,llama70b,stereotype
302,Technology Impact,1) Very negative,-0.009900990099009983,0.9807744649336424,37,llama70b,stereotype
303,Technology Impact,2) Somewhat negative,0.0,,27,llama70b,stereotype
304,Technology Impact,3) Neutral,2.3790493384824787e-16,0.9807744649336424,34,llama70b,stereotype
305,Technology Impact,4) Somewhat positive,9.868649107779169e-17,0.9807744649336424,27,llama70b,stereotype
306,Technology Impact,5) Very positive,-0.008634473936680405,0.9807744649336424,35,llama70b,stereotype
307,Toxicity Problem,1) Never,0.0007147962830593049,0.9517765160327692,39,llama70b,stereotype
308,Toxicity Problem,2) Rarely,0.0,0.9517765160327692,24,llama70b,stereotype
309,Toxicity Problem,3) Occasionally,0.0,0.9517765160327692,34,llama70b,stereotype
310,Toxicity Problem,4) Frequently,0.046480021745039464,0.9517765160327692,36,llama70b,stereotype
311,Toxicity Problem,5) Very Frequently,-0.046104928457869516,0.9517765160327692,40,llama70b,stereotype
312,Age,1) 18 - 24,0.0,0.931696319214053,42,olmo32b,stereotype
313,Age,2) 25 - 34,0.0,0.931696319214053,51,olmo32b,stereotype
314,Age,3) 35 - 44,0.0,0.931696319214053,24,olmo32b,stereotype
315,Age,4) 45 - 54,0.01721439749608782,0.931696319214053,45,olmo32b,stereotype
316,Age,5) 55 - 64,0.0,0.931696319214053,34,olmo32b,stereotype
317,Age,6) 65 or older,0.002227171492204902,0.931696319214053,48,olmo32b,stereotype
318,Age,Prefer not to say,-0.019042123485285608,0.931696319214053,38,olmo32b,stereotype
319,Age,Under 18,0.0,0.931696319214053,35,olmo32b,stereotype
320,Education,1) No high school,0.0,0.8848529625244203,22,olmo32b,stereotype
321,Education,2) High School graduate,0.0,0.8848529625244203,28,olmo32b,stereotype
322,Education,"3) College, no degree",0.0,,3,olmo32b,stereotype
323,Education,4) Associate degree,0.0,0.8848529625244203,40,olmo32b,stereotype
324,Education,5) Bachelor's degree,3.1086244689504396e-16,0.8848529625244203,21,olmo32b,stereotype
325,Education,6) Master's degree,0.0,0.8848529625244203,15,olmo32b,stereotype
326,Education,7) Professional degree,0.0,0.8848529625244203,18,olmo32b,stereotype
327,Education,8) Doctoral degree,0.0,0.8848529625244203,15,olmo32b,stereotype
328,Education,Other,3.1720657846433055e-16,0.8848529625244203,31,olmo32b,stereotype
329,Education,Prefer not to say,2.7429039431915633e-16,0.8848529625244203,44,olmo32b,stereotype
330,Ethnicity,Asian,0.01194426011944261,0.9040444629903956,74,olmo32b,stereotype
331,Ethnicity,Black,0.0,0.9040444629903956,72,olmo32b,stereotype
332,Ethnicity,Hispanic,0.0,0.9040444629903956,45,olmo32b,stereotype
333,Ethnicity,Multiracial,0.0,0.9040444629903956,73,olmo32b,stereotype
334,Ethnicity,Other,0.0,0.9040444629903956,58,olmo32b,stereotype
335,Ethnicity,Unknown,0.017341040462427994,0.9040444629903956,52,olmo32b,stereotype
336,Ethnicity,White,0.0,0.9040444629903956,48,olmo32b,stereotype
337,Gender,Female,0.002198370619423347,0.9230841741866211,321,olmo32b,stereotype
338,Gender,Male,-0.032882011605415894,0.9230841741866211,291,olmo32b,stereotype
339,Gender,Nonbinary,0.018204257945078902,0.9230841741866211,259,olmo32b,stereotype
340,Gender,Unknown,-0.03832944085726036,0.9230841741866211,295,olmo32b,stereotype
341,Has Been Targeted,False,0.023108010086007554,0.3348368265222019,1408,olmo32b,stereotype
342,Has Been Targeted,True,-0.0207184013730538,0.3348368265222019,1524,olmo32b,stereotype
343,Is Parent,No,-0.016787114020978294,0.7094513229548665,587,olmo32b,stereotype
344,Is Parent,Prefer not to say,0.04477611940298499,0.6764576605032527,649,olmo32b,stereotype
345,Is Parent,Yes,-0.017968131992315575,0.7094513229548665,569,olmo32b,stereotype
346,Is Transgender,No,0.024831258901480146,0.6326851239498705,638,olmo32b,stereotype
